StockCode,description,total_quantity_sold,total_revenue
22570,FELTCRAFT CUSHION RABBIT,3012,10672.31
22571,ROCKING HORSE RED CHRISTMAS ,2200,1807.6
22572,ROCKING HORSE GREEN CHRISTMAS ,1252,1039.24
22573,STAR WOODEN CHRISTMAS DECORATION,2440,2036.56
22574,HEART WOODEN CHRISTMAS DECORATION,2121,1851.99
22575,METAL MERRY CHRISTMAS WREATH,619,1154.25
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1418,1217.78
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,9782,3415.8999999999996
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,9628,3164.0799999999995
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4805,1664.2899999999997
22580,ADVENT CALENDAR GINGHAM SACK,834,4775.780000000001
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1088,704.02
22582,PACK OF 6 SWEETIE GIFT BOXES,1029,2496.7599999999998
22583,PACK OF 6 HANDBAG GIFT BOXES,528,1346.3999999999999
22584,PACK OF 6 PANNETONE GIFT BOXES,2238,5488.94
22585,PACK OF 6 BIRDY GIFT TAGS,6051,7135.95
22586,FELTCRAFT HAIRBAND PINK AND BLUE,796,676.5999999999999
22587,FELTCRAFT HAIRBAND RED AND BLUE,842,715.6999999999999
22588,CARD HOLDER GINGHAM HEART,602,1724.42
22589,CARDHOLDER GINGHAM STAR,323,940.49
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,374,1250.84
22592,CARDHOLDER HOLLY WREATH METAL,506,1886.08
22593,CHRISTMAS GINGHAM STAR,2047,1735.27
22594,CHRISTMAS GINGHAM TREE,1744,1480.06
22595,CHRISTMAS GINGHAM HEART,6503,5267.8099999999995
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3264,3535.2
22597,CHRISTMAS MUSICAL ZINC HEART ,2533,973.39
22598,CHRISTMAS MUSICAL ZINC TREE,811,290.16999999999996
22599,CHRISTMAS MUSICAL ZINC STAR,1489,528.2099999999999
22600,CHRISTMAS RETROSPOT STAR WOOD,1538,1301.84
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2235,1824.87
22602,CHRISTMAS RETROSPOT HEART WOOD,1960,1645.7199999999998
22603,CHRISTMAS RETROSPOT TREE WOOD,1293,1088.1299999999999
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1171,2642.86
22605,WOODEN CROQUET GARDEN SET,709,9555.98
22606,WOODEN SKITTLES GARDEN SET,303,4304.849999999999
22607,WOODEN ROUNDERS GARDEN SET ,1265,11561.34
22608,PENS ASSORTED FUNKY JEWELED ,4897,977.89
22609,PENS ASSORTED SPACEBALL,5564,1206.2
22610,PENS ASSORTED FUNNY FACE,9110,2313.74
22611,VINTAGE UNION JACK SHOPPING BAG,219,1016.85
22613,PACK OF 20 SPACEBOY NAPKINS,1488,1150.3799999999999
22614,PACK OF 12 SPACEBOY TISSUES,2955,960.6099999999999
22615,PACK OF 12 CIRCUS PARADE TISSUES ,2022,617.8399999999999
22616,PACK OF 12 LONDON TISSUES ,25329,7261.7699999999995
22617,BAKING SET SPACEBOY DESIGN,2153,10210.890000000001
22618,COOKING SET RETROSPOT,66,621.66
22619,SET OF 6 SOLDIER SKITTLES,2290,8571.25
22620,4 TRADITIONAL SPINNING TOPS,4486,5952.83
22621,TRADITIONAL KNITTING NANCY,5893,9294.57
22622,BOX OF VINTAGE ALPHABET BLOCKS,1295,13035.66
22623,BOX OF VINTAGE JIGSAW BLOCKS ,918,5019.67
22624,IVORY KITCHEN SCALES,1765,14638.73
22625,RED KITCHEN SCALES,1469,11836.23
22626,BLACK KITCHEN SCALES,501,4134.03
22627,MINT KITCHEN SCALES,789,6574.29
22628,PICNIC BOXES SET OF 3 RETROSPOT ,774,3607.3
22629,SPACEBOY LUNCH BOX ,13908,24673.14
22630,DOLLY GIRL LUNCH BOX,11323,20104.09
22631,CIRCUS PARADE LUNCH BOX ,3371,6114.83
22632,HAND WARMER RED POLKA DOT,4388,8738.52
22633,HAND WARMER UNION JACK,4730,9516.960000000001
22634,CHILDS BREAKFAST SET SPACEBOY ,728,6652.0
22635,CHILDS BREAKFAST SET DOLLY GIRL ,656,6053.049999999999
22636,CHILDS BREAKFAST SET CIRCUS PARADE,565,4656.3
22637,PIGGY BANK RETROSPOT ,2615,6298.37
22638,SET OF 4 NAPKIN CHARMS CROWNS ,255,394.41999999999996
22639,SET OF 4 NAPKIN CHARMS HEARTS,762,1730.82
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,185,341.66999999999996
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,112,225.92
22642,SET OF 4 NAPKIN CHARMS STARS   ,253,516.8
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,183,331.28999999999996
22644,CERAMIC CHERRY CAKE MONEY BANK,2043,2315.73
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1748,2243.94
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,3919,4745.3099999999995
22647,CERAMIC LOVE HEART MONEY BANK,721,429.84999999999997
22649,STRAWBERRY FAIRY CAKE TEAPOT,748,3638.9
22650,CERAMIC PIRATE CHEST MONEY BANK,791,1122.95
22651,GENTLEMAN SHIRT REPAIR KIT ,1992,1602.7199999999998
22652,TRAVEL SEWING KIT,4859,7779.11
22653,BUTTON BOX ,1071,2020.71
22654,DELUXE SEWING KIT ,1057,5968.67
22655,VINTAGE RED KITCHEN CABINET,60,8125.0
22656,VINTAGE BLUE KITCHEN CABINET,26,3685.0
22659,LUNCH BOX I LOVE LONDON,11075,19316.17
22660,DOORMAT I LOVE LONDON,327,2157.33
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,5065,4011.19
22662,LUNCH BAG DOLLY GIRL DESIGN,6527,10330.99
22663,JUMBO BAG DOLLY GIRL DESIGN,3096,6006.33
22664,TOY TIDY DOLLY GIRL DESIGN,642,1178.18
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1218,3422.0600000000004
22666,RECIPE BOX PANTRY YELLOW DESIGN,7366,20838.620000000003
22667,RECIPE BOX RETROSPOT ,2851,7896.85
22668,PINK BABY BUNTING,1954,5415.66
22669,RED BABY BUNTING ,1027,2969.65
22670,FRENCH WC SIGN BLUE METAL,1753,2192.74
22671,FRENCH LAUNDRY SIGN BLUE METAL,918,1463.6599999999999
22672,FRENCH BATHROOM SIGN BLUE METAL,1382,2227.62
22673,FRENCH GARDEN SIGN BLUE METAL,769,956.83
22674,FRENCH TOILET SIGN BLUE METAL,1270,1531.71
22675,FRENCH KITCHEN SIGN BLUE METAL,1173,1420.14
22676,FRENCH BLUE METAL DOOR SIGN 1,1038,1301.14
22677,FRENCH BLUE METAL DOOR SIGN 2,874,1092.51
22678,FRENCH BLUE METAL DOOR SIGN 3,750,939.93
22679,FRENCH BLUE METAL DOOR SIGN 4,646,809.32
22680,FRENCH BLUE METAL DOOR SIGN 5,743,929.97
22681,FRENCH BLUE METAL DOOR SIGN 6,627,785.57
22682,FRENCH BLUE METAL DOOR SIGN 7,618,773.11
22683,FRENCH BLUE METAL DOOR SIGN 8,575,720.57
22684,FRENCH BLUE METAL DOOR SIGN 9,462,576.9
22685,FRENCH BLUE METAL DOOR SIGN 0,543,678.15
22686,FRENCH BLUE METAL DOOR SIGN No,859,997.2
22687,DOORMAT CHRISTMAS VILLAGE,568,2991.7
22688,DOORMAT PEACE ON EARTH BLUE,700,3442.04
22689,DOORMAT MERRY CHRISTMAS RED ,614,4340.44
22690,DOORMAT HOME SWEET HOME BLUE ,1595,9619.99
22691,DOORMAT WELCOME SUNRISE,343,2260.69
22692,DOORMAT WELCOME TO OUR HOME,1376,9451.58
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,15940,17226.2
22694,WICKER STAR ,1608,3328.8
22695,WICKER WREATH SMALL,695,850.87
22696,WICKER WREATH LARGE,692,1303.4599999999998
22697,GREEN REGENCY TEACUP AND SAUCER,6406,17735.54
22698,PINK REGENCY TEACUP AND SAUCER,5307,14663.29
22699,ROSES REGENCY TEACUP AND SAUCER ,9119,24827.25
22700,BLACK AND WHITE DOG BOWL,1192,2578.78
22701,PINK DOG BOWL,436,613.24
22702,BLACK AND WHITE CAT BOWL,1357,2661.8999999999996
22703,PINK CAT BOWL,168,249.42000000000002
22704,WRAP RED APPLES ,5250,2157.0
22705,WRAP GREEN PEARS ,1875,787.5
22706,WRAP COWBOYS  ,2050,845.0
22707,WRAP MONSTER FUN ,1250,525.0
22708,WRAP DOLLY GIRL,2775,1149.5
22709,WRAP WEDDING DAY,1325,528.5
22710,WRAP I LOVE LONDON ,4425,1742.5
22711,WRAP CIRCUS PARADE,2827,1171.34
22712,CARD DOLLY GIRL ,4271,1701.21
22713,CARD I LOVE LONDON ,3249,1286.92
22714,CARD BIRTHDAY COWBOY,3367,1324.8899999999999
22715,CARD WEDDING DAY,1506,615.24
22716,CARD CIRCUS PARADE,3076,1267.23
22717,CARD DOG AND BALL ,1170,487.08
22718,CARD CAT AND TREE ,1536,636.48
22719,GUMBALL MONOCHROME COAT RACK,463,508.07000000000005
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,7010,33298.3
22721,SET OF 3 CAKE TINS SKETCHBOOK,908,3942.82
22722,SET OF 6 SPICE TINS PANTRY DESIGN,5360,20482.600000000002
22723,SET OF 6 HERB TINS SKETCHBOOK,1054,3686.1400000000003
22725,ALARM CLOCK BAKELIKE CHOCOLATE,1772,6559.26
22726,ALARM CLOCK BAKELIKE GREEN,5630,20839.15
22727,ALARM CLOCK BAKELIKE RED ,7206,25868.95
22728,ALARM CLOCK BAKELIKE PINK,5066,18539.09
22729,ALARM CLOCK BAKELIKE ORANGE,2179,7984.38
22730,ALARM CLOCK BAKELIKE IVORY,2721,10259.36
22731,3D CHRISTMAS STAMPS STICKERS ,1075,1361.95
22732,3D VINTAGE CHRISTMAS STICKERS ,1522,1930.38
22733,3D TRADITIONAL CHRISTMAS STICKERS,1471,1882.31
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2839,8040.27
22735,RIBBON REEL SOCKS AND MITTENS,668,1097.88
22736,RIBBON REEL MAKING SNOWMEN ,1091,1807.31
22737,RIBBON REEL CHRISTMAS PRESENT ,1226,2073.74
22738,RIBBON REEL SNOWY VILLAGE,1991,3193.03
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1571,2676.39
22740,POLKADOT PEN,6625,5475.25
22741,FUNKY DIVA PEN,8328,7010.94
22742,MAKE YOUR OWN PLAYTIME CARD KIT,624,1236.24
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,863,2018.8100000000002
22744,MAKE YOUR OWN MONSOON CARD KIT,830,1892.14
22745,POPPY'S PLAYHOUSE BEDROOM ,1780,3673.15
22746,POPPY'S PLAYHOUSE LIVINGROOM ,1315,2724.6200000000003
22747,POPPY'S PLAYHOUSE BATHROOM,876,1794.6000000000001
22748,POPPY'S PLAYHOUSE KITCHEN,1887,3916.9100000000003
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2210,8022.76
22750,FELTCRAFT PRINCESS LOLA DOLL,1945,7095.69
22751,FELTCRAFT PRINCESS OLIVIA DOLL,1511,5434.85
22752,SET 7 BABUSHKA NESTING BOXES,1651,12639.79
22753,SMALL YELLOW BABUSHKA NOTEBOOK ,917,613.78
22754,SMALL RED BABUSHKA NOTEBOOK ,1800,1104.74
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1574,1010.2299999999999
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,554,546.88
22757,LARGE RED BABUSHKA NOTEBOOK ,1008,949.21
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1120,939.52
22759,SET OF 3 NOTEBOOKS IN PARCEL,5197,8267.25
22760,"TRAY, BREAKFAST IN BED",259,3089.85
22761,CHEST 7 DRAWER MA CAMPAGNE,34,821.3
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,145,2070.95
22763,KEY CABINET MA CAMPAGNE,190,1855.6999999999998
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",3,74.85
22765,NEWSPAPER STAND,25,257.37
22766,PHOTO FRAME CORNICE,3176,9277.28
22767,TRIPLE PHOTO FRAME CORNICE ,761,6932.83
22768,FAMILY PHOTO FRAME CORNICE,836,7636.889999999999
22769,CHALKBOARD KITCHEN ORGANISER,6,137.7
22770,MIRROR CORNICE,83,1223.25
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,5657,6803.17
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3269,3831.72
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,1840,2227.52
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,1983,2292.27
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2492,3017.37
22776,SWEETHEART CAKESTAND 3 TIER,1115,10560.65
22777,GLASS BELL JAR LARGE,331,2598.4500000000003
22778,GLASS CLOCHE SMALL,757,2743.75
22779,WOODEN OWLS LIGHT GARLAND ,1532,5768.6
22780,LIGHT GARLAND BUTTERFILES PINK,1340,5018.84
22781,GUMBALL MAGAZINE RACK,532,3909.1400000000003
22782,SET 3 WICKER STORAGE BASKETS ,241,3399.95
22783,SET 3 WICKER OVAL BASKETS W LIDS,462,5922.12
22784,LANTERN CREAM GAZEBO ,1205,5676.87
22785,SQUARECUSHION COVER PINK UNION FLAG,212,797.44
22786,CUSHION COVER PINK UNION JACK,108,576.64
22788,BROCANTE COAT RACK,205,1734.05
22789,T-LIGHT HOLDER SWEETHEART HANGING,822,1574.6399999999999
22791,T-LIGHT GLASS FLUTED ANTIQUE,7264,8288.890000000001
22792,FLUTED ANTIQUE CANDLE HOLDER,2289,1867.9099999999999
22794,SWEETHEART WIRE MAGAZINE RACK,300,2373.0
22795,SWEETHEART RECIPE BOOK STAND,1098,7077.900000000001
22796,PHOTO FRAME 3 CLASSIC HANGING,552,5357.549999999999
22797,CHEST OF DRAWERS GINGHAM HEART ,146,2459.04
22798,ANTIQUE GLASS DRESSING TABLE POT,1642,4684.06
22799,SWEETHEART WIRE FRUIT BOWL,197,1489.3
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,764,2813.38
22801,ANTIQUE GLASS PEDESTAL BOWL,887,3212.1
22802,FAUX FUR CHOCOLATE THROW,65,1035.75
22803,IVORY EMBROIDERED QUILT ,46,1715.9
22804,CANDLEHOLDER PINK HANGING HEART,2858,7215.46
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1560,1906.68
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,243,595.6500000000001
22807,SET OF 6 T-LIGHTS TOADSTOOLS,669,1786.1900000000003
22808,SET OF 6 T-LIGHTS EASTER CHICKS,320,899.8000000000002
22809,SET OF 6 T-LIGHTS SANTA,1184,3476.36
22810,SET OF 6 T-LIGHTS SNOWMEN,900,2768.48
22811,SET OF 6 T-LIGHTS CACTI ,775,1987.9299999999998
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1570,2962.8199999999997
22813,PACK 3 BOXES BIRD PANNETONE ,2265,4203.33
22814,CARD PARTY GAMES ,1569,628.74
22815,CARD PSYCHEDELIC APPLES,1798,742.2
22816,CARD MOTORBIKE SANTA,3402,1405.08
22817,CARD SUKI BIRTHDAY,1858,763.08
22818,CARD CHRISTMAS VILLAGE,3138,1309.32
22819,"BIRTHDAY CARD, RETRO SPOT",1848,758.88
22820,GIFT BAG BIRTHDAY,761,494.83000000000004
22821,GIFT BAG PSYCHEDELIC APPLES,822,534.6600000000001
22822,CREAM WALL PLANTER HEART SHAPED,416,2396.71
22823,CHEST NATURAL WOOD 20 DRAWERS,24,2745.0
22824,3 TIER SWEETHEART GARDEN SHELF,55,1938.2500000000002
22825,DECORATIVE PLANT POT WITH FRIEZE,70,544.5
22826,LOVE SEAT ANTIQUE WHITE METAL,58,6210.0
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,35,5415.0
22828,REGENCY MIRROR WITH SHUTTERS,10,1530.0
22829,SWEETHEART WIRE WALL TIDY,213,2046.85
22830,UTILTY CABINET WITH HOOKS,131,2610.29
22831,WHITE BROCANTE SOAP DISH,684,1960.2000000000003
22832,BROCANTE SHELF WITH HOOKS,155,1645.45
22833,HALL CABINET WITH 3 DRAWERS,75,2503.5299999999997
22834,HAND WARMER BABUSHKA DESIGN,4604,6118.43
22835,HOT WATER BOTTLE I AM SO POORLY,2939,13685.130000000001
22837,HOT WATER BOTTLE BABUSHKA ,991,4474.55
22838,3 TIER CAKE TIN RED AND CREAM,652,8737.78
22839,3 TIER CAKE TIN GREEN AND CREAM,362,4924.66
22840,ROUND CAKE TIN VINTAGE RED,888,6576.88
22841,ROUND CAKE TIN VINTAGE GREEN,515,3887.53
22842,BISCUIT TIN VINTAGE RED,572,3609.8
22843,BISCUIT TIN VINTAGE GREEN,433,2685.13
22844,VINTAGE CREAM DOG FOOD CONTAINER,823,6753.85
22845,VINTAGE CREAM CAT FOOD CONTAINER,703,4201.74
22846,BREAD BIN DINER STYLE RED ,626,9597.31
22847,BREAD BIN DINER STYLE IVORY,851,13191.689999999999
22848,BREAD BIN DINER STYLE PINK,301,4581.4
22849,BREAD BIN DINER STYLE MINT,306,4672.46
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2601,2141.43
22852,DOG BOWL VINTAGE CREAM,354,1507.92
22853,CAT BOWL VINTAGE CREAM,431,1396.95
22854,CREAM SWEETHEART EGG HOLDER,750,3547.3
22855,FINE WICKER HEART ,2506,2982.02
22856,ASSORTED EASTER DECORATIONS  BELLS,564,650.28
22857,ASSORTED EASTER GIFT TAGS,1142,933.26
22858,EASTER TIN KEEPSAKE,1078,1713.8999999999999
22859,EASTER TIN BUNNY BOUQUET,1144,1822.7999999999997
22860,EASTER TIN CHICKS PINK DAISY,560,923.9999999999999
22861,EASTER TIN CHICKS IN GARDEN,292,481.79999999999995
22862,LOVE HEART NAPKIN BOX ,139,590.75
22863,SOAP DISH BROCANTE,691,1942.45
22865,HAND WARMER OWL DESIGN,8056,16113.730000000001
22866,HAND WARMER SCOTTY DOG DESIGN,6097,12204.660000000002
22867,HAND WARMER BIRD DESIGN,5993,12064.630000000001
22868,NUMBER TILE COTTAGE GARDEN 0 ,53,103.35
22869,NUMBER TILE COTTAGE GARDEN 1,69,134.54999999999998
22870,NUMBER TILE COTTAGE GARDEN 2,66,128.7
22871,NUMBER TILE COTTAGE GARDEN 3 ,52,101.39999999999999
22872,NUMBER TILE COTTAGE GARDEN 4,55,107.25
22873,NUMBER TILE COTTAGE GARDEN 5,47,91.64999999999999
22874,NUMBER TILE COTTAGE GARDEN 6,54,105.3
22875,NUMBER TILE COTTAGE GARDEN 7,51,99.45
22876,NUMBER TILE COTTAGE GARDEN 8,52,101.39999999999999
22877,NUMBER TILE COTTAGE GARDEN 9,56,109.2
22878,NUMBER TILE COTTAGE GARDEN No,52,109.2
22879,NUMBER TILE VINTAGE FONT 0,62,69.34
22880,NUMBER TILE VINTAGE FONT 1,70,84.94
22881,NUMBER TILE VINTAGE FONT 2,79,102.49
22882,NUMBER TILE VINTAGE FONT 3,83,110.28999999999999
22883,NUMBER TILE VINTAGE FONT 4,78,100.53999999999999
22884,NUMBER TILE VINTAGE FONT 5,75,94.69
22885,NUMBER TILE VINTAGE FONT 6 ,79,102.49
22886,NUMBER TILE VINTAGE FONT 7,74,92.74
22887,NUMBER TILE VINTAGE FONT 8,66,77.14
22888,NUMBER TILE VINTAGE FONT 9 ,63,71.28999999999999
22889,NUMBER TILE VINTAGE FONT No ,143,156.18
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,360,3445.4199999999996
22891,TEA FOR ONE POLKADOT,341,1502.01
22892,SET OF SALT AND PEPPER TOADSTOOLS,2455,3000.35
22893,MINI CAKE STAND T-LIGHT HOLDER,1464,591.84
22894,TABLECLOTH RED APPLES DESIGN ,291,2821.95
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1975,5839.59
22896,PEG BAG APPLES DESIGN,1490,3546.37
22897,OVEN MITT APPLES DESIGN,1296,1847.76
22898,CHILDRENS APRON APPLES DESIGN,2189,4097.45
22899,CHILDREN'S APRON DOLLY GIRL ,1981,3984.78
22900, SET 2 TEA TOWELS I LOVE LONDON ,4568,13030.7
22902,TOTE BAG I LOVE LONDON,1204,2289.78
22903,CALENDAR FAMILY FAVOURITES,153,427.43
22904,CALENDAR PAPER CUT DESIGN,1764,5060.84
22905,CALENDAR IN SEASON DESIGN,477,1222.54
22906,12 MESSAGE CARDS WITH ENVELOPES,1621,2578.6499999999996
22907,PACK OF 20 NAPKINS PANTRY DESIGN,6088,4954.42
22908,PACK OF 20 NAPKINS RED APPLES,4229,3326.39
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,8111,6520.91
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9423,25639.77
22911,PAPER CHAIN KIT LONDON,437,1243.99
22912,YELLOW COAT RACK PARIS FASHION,270,1222.74
22913,RED COAT RACK PARIS FASHION,327,1479.69
22914,BLUE COAT RACK PARIS FASHION,427,1974.69
22915,ASSORTED BOTTLE TOP  MAGNETS ,2928,1104.36
22916,HERB MARKER THYME,1816,1168.4
22917,HERB MARKER ROSEMARY,1851,1191.15
22918,HERB MARKER PARSLEY,1771,1119.15
22919,HERB MARKER MINT,1665,1070.25
22920,HERB MARKER BASIL,3325,1997.7500000000002
22921,HERB MARKER CHIVES ,1643,1055.95
22922,FRIDGE MAGNETS US DINER ASSORTED,1482,1226.3999999999999
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1269,1031.85
22924,FRIDGE MAGNETS LA VIE EN ROSE,1170,963.3
22925,BLUE GIANT GARDEN THERMOMETER,426,2511.7200000000003
22926,IVORY GIANT GARDEN THERMOMETER,566,3295.7000000000003
22927,GREEN GIANT GARDEN THERMOMETER,395,2278.25
22928,YELLOW GIANT GARDEN THERMOMETER,251,1535.5700000000002
22929,SCHOOL DESK AND CHAIR ,19,1199.75
22930,BAKING MOULD HEART MILK CHOCOLATE,1040,2513.12
22931,BAKING MOULD HEART WHITE CHOCOLATE,792,1873.51
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,872,1950.9
22933,BAKING MOULD EASTER EGG MILK CHOC,876,2272.2000000000003
22934,BAKING MOULD EASTER EGG WHITE CHOC,560,1527.2
22935,BAKING MOULD ROSE MILK CHOCOLATE,673,1964.25
22936,BAKING MOULD ROSE WHITE CHOCOLATE,258,766.88
22937,BAKING MOULD CHOCOLATE CUPCAKES,939,2420.0899999999997
22938,CUPCAKE LACE PAPER SET 6,2321,4355.33
22939,APRON APPLE DELIGHT,446,2178.58
22940,FELTCRAFT CHRISTMAS FAIRY,1881,7658.93
22941,CHRISTMAS LIGHTS 10 REINDEER,1570,12133.0
22942,CHRISTMAS LIGHTS 10 SANTAS ,580,4100.25
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1274,5939.280000000001
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2704,1125.94
22945,CHRISTMAS METAL TAGS ASSORTED ,2857,2395.93
22946,WOODEN ADVENT CALENDAR CREAM,369,5323.05
22947,WOODEN ADVENT CALENDAR RED,536,5047.6
22948,METAL DECORATION NAUGHTY CHILDREN ,1454,1284.86
22949,36 DOILIES DOLLY GIRL,935,1355.75
22950,36 DOILIES VINTAGE CHRISTMAS,5179,7043.95
22951,60 CAKE CASES DOLLY GIRL DESIGN,7211,3735.61
22952,60 CAKE CASES VINTAGE CHRISTMAS,14736,7418.400000000001
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,460,578.63
22954,HEN PARTY CORDON BARRIER TAPE,160,200.0
22955,36 FOIL STAR CAKE CASES ,997,1912.3400000000001
22956,36 FOIL HEART CAKE CASES,1998,3814.3700000000003
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1746,4872.3
22959,WRAP CHRISTMAS VILLAGE,4876,2003.92
22960,JAM MAKING SET WITH JARS,8140,32616.22
22961,JAM MAKING SET PRINTED,15039,21147.55
22962,JAM JAR WITH PINK LID,3675,2947.47
22963,JAM JAR WITH GREEN LID,3070,2451.16
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2510,5026.240000000001
22965,3 TRADITIONAL COOKIE CUTTERS  SET,1316,2722.2200000000003
22966,GINGERBREAD MAN COOKIE CUTTER,7196,8615.130000000001
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159,3224.65
22968,ROSE COTTAGE KEEPSAKE BOX ,728,6565.0
22969,HOMEMADE JAM SCENTED CANDLES,12080,17504.2
22970,LONDON BUS COFFEE MUG,4213,9582.15
22971,QUEENS GUARD COFFEE MUG,2365,5603.57
22972,CHILDREN'S SPACEBOY MUG,1712,2785.7599999999998
22973,CHILDREN'S CIRCUS PARADE MUG,1186,1914.5799999999997
22974,CHILDRENS DOLLY GIRL MUG,1514,2443.14
22975,SPACEBOY CHILDRENS EGG CUP,1118,1405.97
22976,CIRCUS PARADE CHILDRENS EGG CUP ,1022,1282.34
22977,DOLLY GIRL CHILDRENS EGG CUP,904,1131.21
22978,PANTRY ROLLING PIN,2406,9180.529999999999
22979,PANTRY WASHING UP BRUSH,3913,5785.71
22980,PANTRY SCRUBBING BRUSH,2286,3656.9399999999996
22981,PANTRY APPLE CORER,435,601.9499999999999
22982,PANTRY PASTRY BRUSH,1044,1307.05
22983,CARD BILLBOARD FONT,5026,2067.75
22984,CARD GINGHAM ROSE ,2654,1063.66
22985,"WRAP, BILLBOARD FONTS DESIGN",3750,1487.0
22986,GINGHAM ROSE WRAP,4101,1710.42
22987,WRAP SUMMER ROSE DESIGN,100,42.0
22988,SOLDIERS EGG CUP ,8757,10070.220000000001
22989,SET 2 PANTRY DESIGN TEA TOWELS,2693,8310.17
22990,COTTON APRON PANTRY DESIGN,602,2670.54
22991,GIRAFFE WOODEN RULER,3708,6816.84
22992,REVOLVER WOODEN RULER ,4914,8944.439999999999
22993,SET OF 4 PANTRY JELLY MOULDS,11769,14151.42
22994,TRAVEL CARD WALLET RETROSPOT,2104,882.24
22995,TRAVEL CARD WALLET SUKI,2228,932.88
22996,TRAVEL CARD WALLET VINTAGE TICKET,4540,1875.12
22997,TRAVEL CARD WALLET UNION JACK,2477,1038.9
22998,TRAVEL CARD WALLET KEEP CALM,11645,4641.32
22999,TRAVEL CARD WALLET RETRO PETALS,2809,1178.34
23000,TRAVEL CARD WALLET TRANSPORT,3042,1274.76
23002,TRAVEL CARD WALLET SKULLS,2052,860.4
23003,TRAVEL CARD WALLET VINTAGE ROSE ,541,225.78
23004,TRAVEL CARD WALLET PANTRY,1853,779.9
23005,TRAVEL CARD WALLET I LOVE LONDON,4346,1767.72
23006,TRAVEL CARD WALLET FLOWER MEADOW,1693,709.62
23007, SPACEBOY BABY GIFT SET,449,7048.549999999999
23008,DOLLY GIRL BABY GIFT SET,419,6534.049999999999
23009,I LOVE LONDON BABY GIFT SET,209,3262.5499999999997
23010,CIRCUS PARADE BABY GIFT SET,285,4444.75
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,3763.6400000000003
23013,GLASS APOTHECARY BOTTLE TONIC,865,3211.09
23014,GLASS APOTHECARY BOTTLE ELIXIR,798,2951.78
23015,CORDIAL GLASS JUG,36,297.0
23016,GLASS TWIST BON BON JAR,69,512.85
23017,APOTHECARY MEASURING JAR,64,751.4000000000001
23018,LARGE APOTHECARY MEASURING JAR ,50,587.2
23019,SMALL APOTHECARY MEASURING JAR ,81,629.0500000000001
23020,GLASS  SONGBIRD STORAGE JAR,176,2092.0
23021,GLASS BONNE JAM JAR,117,475.95000000000005
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,416,795.6800000000001
