CustomerID,country,total_orders,total_quantity,total_spending
15415,United Kingdom,1,551,559.61
15416,United Kingdom,4,2090,3984.32
15417,United Kingdom,1,284,508.8
15419,United Kingdom,1,230,135.86
15421,United Kingdom,4,500,950.36
15422,United Kingdom,2,38,97.7
15423,United Kingdom,1,101,43.5
15424,United Kingdom,2,554,383.34
15426,United Kingdom,5,656,1404.07
15427,United Kingdom,3,967,1430.54
15428,United Kingdom,1,102,93.78
15429,United Kingdom,2,380,397.35
15432,United Kingdom,1,65,171.19
15433,United Kingdom,2,534,533.3
15434,United Kingdom,5,647,1041.48
15435,United Kingdom,1,54,149.29
15436,United Kingdom,3,574,1067.75
15437,United Kingdom,1,79,200.16
15438,United Kingdom,1,59,156.57999999999998
15440,United Kingdom,3,197,383.68
15442,United Kingdom,1,120,594.0
15443,United Kingdom,7,1639,3213.59
15444,United Kingdom,2,759,1411.21
15445,United Kingdom,1,58,113.5
15447,United Kingdom,1,85,155.17
15448,United Kingdom,1,232,494.64
15449,United Kingdom,3,812,974.52
15450,United Kingdom,1,376,429.84
15452,United Kingdom,3,280,528.48
15453,United Kingdom,7,837,1371.77
15454,United Kingdom,1,86,179.1
15456,United Kingdom,3,633,434.59000000000003
15457,United Kingdom,1,132,237.07
15458,United Kingdom,1,156,161.64
15460,United Kingdom,1,107,214.26
15462,United Kingdom,3,172,234.6
15463,United Kingdom,1,106,126.14
15464,United Kingdom,1,348,1044.65
15465,United Kingdom,18,1257,7354.62
15466,United Kingdom,1,246,334.53
15467,United Kingdom,3,310,524.88
15468,United Kingdom,2,155,467.51
15469,United Kingdom,2,153,538.55
15471,United Kingdom,1,256,454.48
15472,United Kingdom,1,251,371.56
15473,United Kingdom,7,672,1771.2
15475,United Kingdom,1,319,454.10999999999996
15478,United Kingdom,2,575,1399.92
15480,Malta,1,303,905.5
15482,United Kingdom,12,5004,10879.76
15483,United Kingdom,4,291,225.26
15484,United Kingdom,4,3150,3590.41
15485,United Kingdom,3,1281,2564.5
15488,United Kingdom,1,73,91.32000000000001
15489,United Kingdom,3,608,1134.28
15491,United Kingdom,6,1646,3100.09
15492,United Kingdom,2,483,659.4599999999999
15493,United Kingdom,5,551,1953.41
15494,United Kingdom,2,1139,1280.58
15497,United Kingdom,2,624,1262.2
15498,United Kingdom,27,6105,13316.4
15500,United Kingdom,4,572,1131.56
15502,United Kingdom,12,4236,10384.93
15503,United Kingdom,1,70,141.04
15504,United Kingdom,1,33,52.83
15505,United Kingdom,5,2390,3610.96
15506,United Kingdom,3,842,972.08
15507,United Kingdom,1,160,475.86
15508,United Kingdom,6,440,1000.27
15510,United Kingdom,1,2,250.0
15511,United Kingdom,5,269,900.53
15512,United Kingdom,2,68,121.0
15513,United Kingdom,19,5709,14758.220000000001
15514,United Kingdom,11,2098,4023.7200000000003
15516,United Kingdom,3,27,62.43
15517,United Kingdom,1,293,267.03
15518,United Kingdom,8,1263,1921.55
15520,United Kingdom,1,314,343.5
15521,United Kingdom,8,1836,3000.2
15522,United Kingdom,2,572,397.99
15523,United Kingdom,1,132,412.01000000000005
15524,United Kingdom,1,4,440.0
15525,United Kingdom,3,387,734.37
15526,United Kingdom,2,24,148.44
15527,United Kingdom,8,991,2428.53
15528,United Kingdom,1,123,229.33
15529,United Kingdom,11,3455,3962.6
15530,United Kingdom,4,938,1497.31
15531,United Kingdom,2,1085,1972.39
15532,United Kingdom,4,515,1564.73
15533,United Kingdom,3,289,807.57
15535,United Kingdom,4,135,502.9
15537,United Kingdom,1,29,110.92
15539,United Kingdom,1,410,538.46
15540,United Kingdom,1,200,213.3
15541,United Kingdom,1,49,85.13000000000001
15543,United Kingdom,1,86,127.86
15544,United Kingdom,9,3109,3546.71
15545,United Kingdom,2,162,288.96999999999997
15547,United Kingdom,14,3999,4910.6
15549,United Kingdom,3,694,1681.46
15550,United Kingdom,4,295,575.63
15551,United Kingdom,1,218,436.06
15552,United Kingdom,1,60,90.12
15553,United Kingdom,1,449,428.93
15554,United Kingdom,1,74,217.2
15555,United Kingdom,16,4427,4794.86
15556,United Kingdom,1,236,279.77
15557,United Kingdom,1,213,468.91
15561,United Kingdom,4,267,800.59
15562,United Kingdom,1,39,134.55
15563,United Kingdom,4,1501,1400.44
15565,United Kingdom,2,60,173.16
15567,United Kingdom,1,223,186.01
15568,United Kingdom,3,461,758.29
15569,United Kingdom,5,666,1375.71
15570,United Kingdom,12,2063,4148.82
15571,United Kingdom,4,264,650.4300000000001
15572,United Kingdom,7,1213,2533.42
15573,United Kingdom,2,355,591.1899999999999
15574,United Kingdom,4,332,675.64
15576,United Kingdom,1,394,921.37
15577,United Kingdom,3,89,258.88
15578,United Kingdom,1,52,127.1
15579,United Kingdom,2,117,327.6
15581,United Kingdom,13,283,3675.77
15582,United Kingdom,3,453,682.9100000000001
15584,United Kingdom,4,313,720.86
15585,United Kingdom,1,320,455.3
15587,United Kingdom,4,312,913.6800000000001
15589,United Kingdom,3,243,478.53000000000003
15592,United Kingdom,1,354,388.58
15593,United Kingdom,1,60,199.8
15594,United Kingdom,5,983,1771.78
15596,United Kingdom,5,561,1406.59
15597,United Kingdom,1,279,324.57
15598,United Kingdom,1,160,240.68
15599,United Kingdom,2,718,761.74
15601,United Kingdom,14,4983,6776.56
15602,United Kingdom,9,1137,1297.8700000000001
15603,United Kingdom,1,96,48.480000000000004
15604,United Kingdom,1,159,216.39
15605,United Kingdom,5,441,1198.23
15606,United Kingdom,9,892,2920.16
15607,United Kingdom,1,202,104.76
15608,United Kingdom,4,714,1093.68
15609,United Kingdom,1,148,298.48
15610,United Kingdom,1,66,112.46000000000001
15611,United Kingdom,13,504,1591.45
15612,United Kingdom,2,52,195.15
15615,United Kingdom,23,5508,10399.74
15618,United Kingdom,4,454,776.851
15619,United Kingdom,1,136,336.40000000000003
15620,United Kingdom,3,915,1553.18
15621,United Kingdom,4,501,1293.03
15622,United Kingdom,9,1674,3709.56
15623,United Kingdom,1,125,301.03
15624,United Kingdom,4,357,588.13
15625,United Kingdom,4,1188,1534.26
15626,United Kingdom,2,766,675.8
15628,United Kingdom,9,1894,2870.2400000000002
15630,United Kingdom,2,800,1186.35
15632,United Kingdom,8,2109,3285.31
15634,United Kingdom,1,99,243.55
15636,United Kingdom,2,284,724.76
15637,United Kingdom,1,128,223.36
15639,United Kingdom,1,323,425.32
15640,United Kingdom,15,6572,12416.11
15641,United Kingdom,4,1562,1887.2
15643,United Kingdom,3,246,664.0
15644,United Kingdom,4,550,803.54
15645,United Kingdom,1,256,612.01
15646,United Kingdom,3,394,447.64000000000004
15648,United Kingdom,2,218,639.5
15649,United Kingdom,2,192,816.0
15651,United Kingdom,3,479,646.3
15652,United Kingdom,1,208,337.74
15653,United Kingdom,2,1200,877.4399999999999
15654,United Kingdom,2,475,922.53
15655,United Kingdom,1,324,560.67
15656,United Kingdom,4,343,748.5
15657,United Kingdom,1,24,30.0
15658,United Kingdom,5,242,1024.1000000000001
15659,United Kingdom,1,111,306.45
15660,United Kingdom,9,1050,1600.86
15661,United Kingdom,2,236,309.8
15663,United Kingdom,1,106,138.14
15664,United Kingdom,1,157,386.43
15665,United Kingdom,2,1654,2222.21
15667,United Kingdom,1,240,301.32
15668,United Kingdom,1,72,76.32000000000001
15669,United Kingdom,4,342,684.34
15670,United Kingdom,1,91,173.05
15671,United Kingdom,7,1699,2657.13
15673,United Kingdom,4,1451,2726.23
15674,United Kingdom,5,1275,2446.6
15675,United Kingdom,3,527,323.69
15676,United Kingdom,3,2252,3435.76
15677,United Kingdom,1,319,657.23
15678,United Kingdom,1,184,352.7
15679,United Kingdom,4,1170,781.28
15680,United Kingdom,3,952,1333.68
15681,United Kingdom,5,816,1426.16
15683,United Kingdom,1,131,193.75
15687,United Kingdom,9,1310,2993.1
15689,United Kingdom,2,84,254.1
15690,United Kingdom,2,408,239.76
15691,United Kingdom,1,72,136.8
15692,United Kingdom,1,138,191.04
15694,United Kingdom,14,1677,6479.4
15695,United Kingdom,2,212,409.98
15696,United Kingdom,8,1015,2711.11
15699,United Kingdom,1,113,309.65
15700,United Kingdom,2,357,696.68
15701,United Kingdom,4,912,1529.0
15703,United Kingdom,1,66,211.5
15704,United Kingdom,4,1028,2293.62
15705,United Kingdom,1,62,143.1
15706,United Kingdom,4,321,1060.56
15707,United Kingdom,4,594,916.98
15708,United Kingdom,7,1217,3235.25
15709,United Kingdom,1,121,133.25
15712,United Kingdom,5,486,1072.3600000000001
15713,United Kingdom,2,150,356.7
15714,United Kingdom,2,186,330.03000000000003
15716,United Kingdom,4,738,1101.1100000000001
15717,United Kingdom,1,70,150.3
15719,United Kingdom,13,2718,5030.07
15720,United Kingdom,1,281,598.73
15721,United Kingdom,1,388,471.40000000000003
15722,United Kingdom,5,1023,2211.21
15723,United Kingdom,1,73,190.7
15724,United Kingdom,2,73,218.25
15725,United Kingdom,1,221,415.25
15727,United Kingdom,7,3063,5159.06
15729,United Kingdom,1,28,85.0
15730,United Kingdom,3,689,1120.88
15732,United Kingdom,2,215,294.12
15733,United Kingdom,1,62,162.3
15734,United Kingdom,2,346,1339.45
15737,United Kingdom,8,597,1188.1200000000001
15738,United Kingdom,16,2982,4812.42
15739,United Kingdom,1,472,449.12
15740,United Kingdom,1,152,154.88
15743,United Kingdom,4,214,775.96
15744,United Kingdom,1,120,34.8
15745,United Kingdom,4,421,1094.59
15746,United Kingdom,1,178,196.88
15747,United Kingdom,3,466,946.64
15748,United Kingdom,1,50,144.36
15749,United Kingdom,3,18028,44534.3
15750,United Kingdom,8,1783,2463.05
15752,United Kingdom,7,1960,2626.6
15753,United Kingdom,1,144,79.2
15754,United Kingdom,3,199,458.57
15755,United Kingdom,6,1427,2364.25
15756,United Kingdom,4,241,528.01
15757,United Kingdom,2,491,714.42
15758,United Kingdom,1,47,205.25
15759,United Kingdom,3,60,253.04
15762,United Kingdom,2,251,583.75
15763,United Kingdom,2,271,1086.92
15764,United Kingdom,6,2050,3279.97
15766,United Kingdom,1,170,315.06
15768,United Kingdom,3,244,621.8299999999999
15769,United Kingdom,26,29672,56252.72
15773,United Kingdom,1,311,635.6800000000001
15774,United Kingdom,1,87,270.8
15775,United Kingdom,1,68,104.9
15776,United Kingdom,1,138,241.62
15777,United Kingdom,4,378,1047.11
15780,United Kingdom,3,220,475.28000000000003
15781,United Kingdom,3,180,345.46
15782,United Kingdom,3,864,2614.7400000000002
15783,United Kingdom,1,212,246.3
15785,United Kingdom,5,1612,2328.9700000000003
15786,United Kingdom,3,3340,4919.0
15787,United Kingdom,3,534,933.26
15789,United Kingdom,1,438,351.3
15790,United Kingdom,1,113,218.75
15791,United Kingdom,2,731,1612.69
15793,United Kingdom,3,553,965.61
15795,United Kingdom,1,581,610.01
15796,United Kingdom,8,860,2708.61
15797,United Kingdom,4,873,2207.4
15799,United Kingdom,3,955,884.14
15800,United Kingdom,2,332,696.89
15801,United Kingdom,3,570,1063.95
15802,United Kingdom,1,1,451.42
15803,United Kingdom,1,290,415.82000000000005
15804,United Kingdom,13,2565,4206.39
15805,United Kingdom,17,3367,5488.18
15806,United Kingdom,3,602,784.58
15807,United Kingdom,3,430,903.9
15808,United Kingdom,4,1305,3651.27
15809,United Kingdom,5,301,515.77
15810,United Kingdom,4,861,1391.98
15811,United Kingdom,6,1071,2218.62
15812,United Kingdom,5,922,1801.14
15813,United Kingdom,2,603,1303.9099999999999
15814,United Kingdom,4,1271,1945.33
15815,United Kingdom,5,1856,2100.6
15819,United Kingdom,4,1357,1905.45
15820,United Kingdom,1,128,206.98
15821,United Kingdom,2,202,570.96
15822,United Kingdom,2,375,885.47
15823,United Kingdom,1,1,15.0
15825,United Kingdom,1,220,532.94
15826,United Kingdom,3,963,1654.31
15827,United Kingdom,14,882,1836.0900000000001
15829,United Kingdom,2,996,636.14
15830,United Kingdom,1,415,576.0
15831,United Kingdom,3,1092,794.64
15832,United Kingdom,1,465,836.79
15834,United Kingdom,4,961,2225.15
15835,United Kingdom,4,439,954.09
15836,United Kingdom,1,26,137.37
15837,United Kingdom,1,189,391.98
15838,United Kingdom,19,18368,33643.08
15839,United Kingdom,3,675,1048.49
15840,United Kingdom,2,396,355.56
15841,United Kingdom,4,942,1224.06
15843,United Kingdom,1,27,118.95000000000002
15844,United Kingdom,1,134,130.73999999999998
15845,United Kingdom,8,1926,3711.77
15847,United Kingdom,2,449,389.27
15850,United Kingdom,2,298,234.88
15852,United Kingdom,2,48,160.71
15853,United Kingdom,1,135,110.8
15854,United Kingdom,12,926,2969.12
15855,United Kingdom,5,470,712.24
15856,United Kingdom,27,10866,16143.64
15857,United Kingdom,1,308,297.0
15858,United Kingdom,5,1163,1427.57
15860,United Kingdom,8,437,965.16
15861,United Kingdom,8,2528,3146.92
15862,United Kingdom,4,585,832.88
15863,United Kingdom,2,19,68.84
15864,United Kingdom,6,1192,1936.3200000000002
15865,United Kingdom,3,368,895.13
15866,United Kingdom,1,124,211.89
15867,United Kingdom,15,2052,3810.14
15869,United Kingdom,2,175,149.64
15870,United Kingdom,1,333,351.44
15872,United Kingdom,2,187,316.25
15874,United Kingdom,7,2534,4405.88
15877,United Kingdom,2,368,490.33
15880,United Kingdom,1,202,329.03000000000003
15881,United Kingdom,5,260,501.39000000000004
15882,United Kingdom,4,276,516.36
15883,United Kingdom,2,223,396.48
15885,United Kingdom,3,111,379.35
15886,United Kingdom,1,147,181.09
15888,United Kingdom,1,76,168.31
15889,United Kingdom,2,206,420.07
15891,United Kingdom,1,418,511.68
15894,United Kingdom,2,164,258.25
15895,United Kingdom,1,94,179.17
15897,United Kingdom,2,223,208.59
15898,United Kingdom,5,567,1383.83
15899,United Kingdom,1,39,56.25
15900,United Kingdom,1,216,337.28
15901,United Kingdom,3,379,351.73
15903,United Kingdom,7,2410,5126.76
15904,United Kingdom,1,84,164.68
15906,United Kingdom,7,544,1567.69
15907,United Kingdom,3,478,882.72
15909,United Kingdom,1,98,191.94
15910,United Kingdom,8,1013,1228.88
15912,United Kingdom,2,185,264.62
15916,United Kingdom,8,752,1502.8600000000001
15917,United Kingdom,1,42,123.1
15918,United Kingdom,2,153,334.23
15919,United Kingdom,2,385,525.69
15920,United Kingdom,4,99,167.5
15921,United Kingdom,1,162,323.03000000000003
15922,United Kingdom,1,138,369.5
15923,United Kingdom,1,122,127.08
15925,United Kingdom,1,93,207.15
15930,United Kingdom,1,139,426.63
15932,United Kingdom,8,2325,2495.87
15933,United Kingdom,3,885,1107.46
15935,United Kingdom,2,115,416.86
15937,United Kingdom,1,73,145.35
15938,United Kingdom,5,240,404.58
15939,United Kingdom,15,4728,6115.01
15940,United Kingdom,1,4,35.8
15942,United Kingdom,1,232,337.44
15944,United Kingdom,1,50,325.1
15945,United Kingdom,1,52,181.0
15947,United Kingdom,1,898,1708.24
15948,United Kingdom,2,567,955.24
15949,United Kingdom,2,284,364.72
15950,United Kingdom,4,719,1744.71
15951,United Kingdom,2,313,708.22
15952,United Kingdom,4,391,781.91
15953,United Kingdom,8,891,1657.28
15955,United Kingdom,14,2135,4416.26
15957,United Kingdom,1,211,428.89
15958,United Kingdom,1,33,104.35
15963,United Kingdom,2,298,470.76
15965,United Kingdom,4,434,808.87
15967,United Kingdom,2,205,397.68
15969,United Kingdom,3,124,666.1
15970,United Kingdom,1,116,314.1
15971,United Kingdom,12,1717,4199.85
15973,United Kingdom,1,106,307.82000000000005
15974,United Kingdom,7,2262,3442.15
15975,United Kingdom,1,243,371.01
15976,United Kingdom,2,275,427.64
15977,United Kingdom,2,1016,1054.73
15978,United Kingdom,1,888,1098.78
15980,United Kingdom,3,1560,2398.86
15981,United Kingdom,8,1866,3408.48
15983,United Kingdom,4,886,1465.12
15984,United Kingdom,10,1815,2780.63
15985,United Kingdom,2,1086,1142.42
15986,United Kingdom,1,268,168.12
15987,United Kingdom,7,1533,1432.77
15988,United Kingdom,1,180,156.78
15990,United Kingdom,2,443,792.11
15992,United Kingdom,1,17,41.989999999999995
15993,United Kingdom,7,2037,2777.67
15994,United Kingdom,1,173,414.27
15996,United Kingdom,6,380,1032.58
15998,United Kingdom,5,2032,3080.22
16000,United Kingdom,3,5110,12393.7
16003,United Kingdom,5,1185,2735.37
16005,United Kingdom,4,280,578.71
16006,United Kingdom,1,84,101.4
16007,United Kingdom,4,1388,1693.81
16008,United Kingdom,3,323,478.78
16009,United Kingdom,4,366,972.11
16010,United Kingdom,3,202,392.4
16011,United Kingdom,16,2035,3352.96
16012,United Kingdom,3,799,1415.29
16013,United Kingdom,47,15536,37130.6
16014,United Kingdom,3,258,646.83
16015,United Kingdom,3,907,704.55
16016,United Kingdom,8,602,1465.51
16017,United Kingdom,1,102,211.88
16018,United Kingdom,2,190,408.90000000000003
16019,United Kingdom,9,1733,3786.2400000000002
16020,United Kingdom,3,487,851.01
16022,United Kingdom,1,255,602.63
16023,United Kingdom,3,358,719.81
16024,United Kingdom,1,397,251.03
16025,United Kingdom,1,338,439.65999999999997
16026,United Kingdom,1,243,236.09
16027,United Kingdom,6,1147,934.62
16029,United Kingdom,63,40108,80850.84
16030,United Kingdom,1,283,331.24
16031,United Kingdom,2,421,547.9
16033,United Kingdom,20,3529,8778.82
16034,United Kingdom,3,242,437.7
16036,United Kingdom,2,716,758.92
16037,United Kingdom,3,428,855.02
16038,United Kingdom,3,244,471.78000000000003
16040,United Kingdom,3,684,1313.55
16041,United Kingdom,3,1584,3166.4
16042,United Kingdom,5,743,1177.47
16043,United Kingdom,4,503,773.99
16045,United Kingdom,4,897,1340.7
16048,United Kingdom,2,144,256.44
16049,United Kingdom,3,763,1074.81
16050,United Kingdom,1,278,137.9
16052,United Kingdom,1,282,362.06
16053,United Kingdom,2,1793,1511.95
16054,United Kingdom,1,380,783.9
16055,United Kingdom,1,22,134.8
16056,United Kingdom,1,345,650.75
16057,United Kingdom,7,863,2263.12
16059,United Kingdom,6,641,1453.16
16062,United Kingdom,4,800,1153.62
16063,United Kingdom,1,262,335.32
16065,United Kingdom,1,228,367.14
16066,United Kingdom,5,935,1521.04
16070,United Kingdom,2,457,852.15
16071,United Kingdom,1,180,326.24
16072,United Kingdom,1,140,584.3199999999999
16073,United Kingdom,1,48,122.39999999999999
16076,United Kingdom,10,1435,2234.73
16078,United Kingdom,1,16,79.2
16079,United Kingdom,3,864,1352.0
16080,United Kingdom,2,128,217.16
16081,United Kingdom,5,1473,2799.42
16083,United Kingdom,2,908,1317.62
16084,United Kingdom,1,216,436.18
16085,United Kingdom,5,636,981.51
16086,United Kingdom,5,511,1121.39
16091,United Kingdom,2,154,315.06
16092,United Kingdom,3,628,817.86
16093,United Kingdom,1,20,17.0
16094,United Kingdom,4,647,1078.23
16096,United Kingdom,1,155,320.62
16097,United Kingdom,1,87,185.04999999999998
16098,United Kingdom,7,613,2005.63
16099,United Kingdom,3,434,731.9
16101,United Kingdom,1,757,1290.7
16102,United Kingdom,3,942,1842.14
16103,United Kingdom,6,558,1429.64
16104,United Kingdom,1,122,298.21
16105,United Kingdom,1,330,336.96
16106,United Kingdom,1,74,108.38
16107,United Kingdom,7,1176,3204.1600000000003
16108,United Kingdom,1,615,842.5
16109,United Kingdom,2,612,611.88
16110,United Kingdom,3,720,1320.95
16112,United Kingdom,4,574,195.73999999999998
16113,United Kingdom,1,176,161.38
16114,United Kingdom,1,43,135.75000000000003
16115,United Kingdom,8,994,1660.8799999999999
16116,United Kingdom,1,248,612.78
16117,United Kingdom,1,130,232.21
16119,United Kingdom,2,240,423.36
16120,United Kingdom,4,878,1309.14
16121,United Kingdom,2,576,854.66
16122,United Kingdom,4,1128,684.4200000000001
16123,United Kingdom,1,170,307.78
16124,United Kingdom,1,48,249.0
16125,United Kingdom,1,124,289.35
16126,United Kingdom,4,2125,6287.77
16127,United Kingdom,1,323,656.25
16128,United Kingdom,5,988,1880.22
16131,United Kingdom,6,1802,3506.54
16133,United Kingdom,33,8887,14589.04
16134,United Kingdom,2,371,618.09
16135,United Kingdom,1,209,517.55
16136,United Kingdom,3,440,709.38
16139,United Kingdom,3,330,635.41
16140,United Kingdom,2,730,725.18
16141,United Kingdom,1,238,620.4
16142,United Kingdom,1,422,535.34
16143,United Kingdom,6,919,2424.94
16144,United Kingdom,1,16,175.2
16145,United Kingdom,11,3123,3799.4900000000002
16146,United Kingdom,3,427,734.13
16147,United Kingdom,1,246,375.0
16148,United Kingdom,1,72,76.32000000000001
16149,United Kingdom,2,308,280.52
16150,United Kingdom,5,1047,2053.02
16152,United Kingdom,1,642,1829.04
16153,United Kingdom,5,1073,1824.23
16156,United Kingdom,9,1273,3092.04
16157,United Kingdom,3,347,656.69
16159,United Kingdom,1,236,348.2
16160,United Kingdom,2,1162,1025.44
16161,United Kingdom,19,2583,5533.67
16162,United Kingdom,1,4,37.4
16163,United Kingdom,2,192,856.6
16164,United Kingdom,3,433,822.48
16168,United Kingdom,27,1892,3787.6
16169,United Kingdom,4,1325,1822.97
16170,United Kingdom,6,1770,1885.05
16171,United Kingdom,1,24,73.2
16172,United Kingdom,5,787,1140.21
16173,United Kingdom,6,575,1418.32
16174,United Kingdom,3,651,1009.5500000000001
16175,United Kingdom,4,533,1037.59
16177,United Kingdom,1,95,331.95
16178,United Kingdom,1,94,197.9
16179,United Kingdom,1,99,215.83
16180,United Kingdom,8,5867,10254.18
16181,United Kingdom,1,152,305.54
16182,United Kingdom,4,3791,6617.65
16183,United Kingdom,1,113,338.71000000000004
16184,United Kingdom,6,561,1158.79
16185,United Kingdom,2,260,529.41
16186,United Kingdom,12,3020,4006.94
16187,United Kingdom,15,5048,6911.4400000000005
16188,United Kingdom,4,782,981.86
16189,United Kingdom,2,134,215.48
16190,United Kingdom,1,88,215.08
16191,United Kingdom,13,3351,5180.52
16193,United Kingdom,1,219,314.45
16198,United Kingdom,1,129,400.68100000000004
16200,United Kingdom,2,516,1068.8700000000001
16201,United Kingdom,4,1286,1863.47
16202,United Kingdom,1,191,365.27
16203,United Kingdom,4,262,592.9
16204,United Kingdom,1,218,384.18
16205,United Kingdom,4,516,757.63
16206,United Kingdom,4,272,537.0600000000001
16207,United Kingdom,1,140,394.38
16208,United Kingdom,2,333,664.26
16209,United Kingdom,5,1179,2262.62
16210,United Kingdom,18,7559,21086.3
16211,United Kingdom,1,154,547.02
16212,United Kingdom,2,244,690.34
16213,United Kingdom,1,48,159.0
16214,United Kingdom,3,420,1062.75
16215,United Kingdom,1,104,242.35
16216,United Kingdom,1,254,914.9300000000001
16217,United Kingdom,2,91,304.25
16218,United Kingdom,7,2088,3084.68
16221,United Kingdom,3,714,860.86
16222,United Kingdom,1,325,773.5500000000001
16224,United Kingdom,4,1116,1295.3
16225,United Kingdom,5,493,1096.32
16226,United Kingdom,3,192,255.12
16227,United Kingdom,1,90,314.22
16229,United Kingdom,2,318,1010.6
16230,United Kingdom,2,365,542.03
16232,United Kingdom,4,550,990.88
16233,United Kingdom,3,174,536.6800000000001
16235,United Kingdom,5,330,867.31
16236,United Kingdom,1,184,432.2
16239,United Kingdom,2,228,414.2
16240,United Kingdom,2,1641,3718.8
16241,United Kingdom,13,1443,2590.31
16242,United Kingdom,7,1969,3579.86
16243,United Kingdom,2,110,409.1
16244,United Kingdom,2,855,1522.75
16245,United Kingdom,3,1014,1413.66
16247,United Kingdom,1,182,114.56
16248,United Kingdom,1,78,152.94
16249,United Kingdom,5,950,1800.07
16250,United Kingdom,2,208,389.44
16253,United Kingdom,2,3233,3683.86
16255,United Kingdom,8,1767,2619.91
16256,United Kingdom,1,581,752.4300000000001
16257,United Kingdom,1,2,46.95
16258,United Kingdom,5,2994,5203.51
16260,United Kingdom,1,311,1035.45
16261,United Kingdom,4,301,728.54
16265,United Kingdom,9,2646,5447.0
16266,United Kingdom,7,398,861.89
16268,United Kingdom,2,533,667.65
16270,United Kingdom,1,688,1141.24
16271,United Kingdom,5,1024,1404.64
16272,United Kingdom,1,224,411.7
16274,United Kingdom,1,153,351.75
16275,United Kingdom,1,336,559.87
16276,United Kingdom,1,420,810.6000000000001
16278,United Kingdom,1,114,566.38
16279,United Kingdom,3,1046,1502.78
16281,United Kingdom,1,934,2062.06
16282,United Kingdom,1,114,168.3
16283,United Kingdom,5,1236,1570.81
16284,United Kingdom,2,535,812.68
16287,United Kingdom,1,298,142.5
16292,United Kingdom,1,191,302.25
16293,United Kingdom,10,982,2248.9900000000002
16295,United Kingdom,4,841,1328.55
16297,United Kingdom,1,206,301.9
16298,United Kingdom,3,198,598.2
16302,United Kingdom,1,158,233.22
16303,United Kingdom,3,2659,5360.63
16305,United Kingdom,1,256,361.21999999999997
16306,United Kingdom,6,487,632.27
16308,United Kingdom,4,8000,2560.0
16309,United Kingdom,2,467,706.57
16311,United Kingdom,2,394,616.26
16313,United Kingdom,2,165,274.15000000000003
16315,United Kingdom,1,75,226.37
16316,United Kingdom,8,1484,2938.91
16317,United Kingdom,3,890,1341.65
16318,United Kingdom,1,199,328.15
16319,United Kingdom,1,72,404.40000000000003
16320,Unspecified,2,732,1038.46
16321,Australia,5,135,373.65000000000003
16322,United Kingdom,2,231,326.75
16323,United Kingdom,1,50,207.50000000000003
16324,United Kingdom,3,270,408.59000000000003
16325,United Kingdom,3,194,594.24
16326,United Kingdom,14,682,3039.2200000000003
16327,United Kingdom,6,2560,3820.27
16330,United Kingdom,3,147,251.91
16332,United Kingdom,7,797,1582.8
16333,United Kingdom,22,32184,26626.8
16337,United Kingdom,1,87,151.05
16338,United Kingdom,1,94,214.79999999999998
16339,United Kingdom,1,21,94.05
16340,United Kingdom,1,486,534.31
16341,United Kingdom,4,1398,1971.87
16342,United Kingdom,4,157,322.41
16343,United Kingdom,2,175,328.58
16344,United Kingdom,1,18,101.10000000000001
16345,United Kingdom,1,288,565.46
16347,United Kingdom,2,341,847.45
16348,United Kingdom,7,805,1415.65
16349,United Kingdom,1,9,53.5
16350,United Kingdom,4,545,1116.47
16351,United Kingdom,1,90,153.9
16352,United Kingdom,2,300,494.44
16353,United Kingdom,23,2006,6675.71
16354,United Kingdom,2,150,395.8
16356,United Kingdom,3,93,211.77
16357,United Kingdom,3,246,658.88
16358,United Kingdom,4,1302,2027.5
16359,United Kingdom,9,1183,1750.92
16360,United Kingdom,6,2110,3450.41
16361,United Kingdom,4,418,891.21
16362,United Kingdom,5,340,709.99
16363,United Kingdom,1,52,109.36000000000001
16364,United Kingdom,2,279,705.79
16365,United Kingdom,9,504,1540.42
16366,United Kingdom,1,256,327.3
16367,United Kingdom,2,643,800.67
16368,United Kingdom,2,251,479.91
16369,United Kingdom,3,1030,1545.41
16370,United Kingdom,4,640,1301.91
16372,United Kingdom,2,158,355.73
16374,United Kingdom,2,237,466.73
16376,United Kingdom,2,691,974.96
16377,United Kingdom,1,1500,676.2
16378,United Kingdom,3,267,362.95
16379,United Kingdom,4,1410,2157.4
16380,United Kingdom,1,1428,1743.1499999999999
16383,United Kingdom,2,467,643.76
16384,United Kingdom,2,260,584.5
16385,United Kingdom,3,258,554.86
16386,United Kingdom,2,205,302.57
16387,United Kingdom,1,44,94.36
16389,United Kingdom,4,1242,1382.07
16392,United Kingdom,1,201,217.89
16393,United Kingdom,13,1573,3040.96
16394,United Kingdom,5,2604,1555.34
16395,United Kingdom,5,1472,1482.06
16398,United Kingdom,2,758,1705.8
16399,United Kingdom,2,263,408.02
16400,United Kingdom,1,172,303.93
16401,United Kingdom,12,3882,4098.32
16402,United Kingdom,2,146,293.45
16403,United Kingdom,1,114,177.5
16404,United Kingdom,1,157,443.05
16405,United Kingdom,2,187,167.25
16406,United Kingdom,1,116,154.35
16407,United Kingdom,10,1093,2079.68
16409,United Kingdom,5,1304,2022.98
16411,United Kingdom,2,131,211.7
16412,United Kingdom,1,63,135.99
16413,United Kingdom,1,148,262.2
16414,United Kingdom,2,27,126.25
